Evento,Fecha,Link,Link,Link,Clásica,Turismo

Unidad 1
"Crisis económica de México de 1994 y efecto ""Tequila""",1994_12_1,https://www.youtube.com/watch?v=ivb-dRTxZW4,,,Sí,,Fecha: el día no es fijo,,,,,
Atentado a la AMIA,1994_07_18,https://www.youtube.com/watch?v=1RBHagnwT0w,https://www.clarin.com/politica/paso-paso-historia-secreta-ataque-amia-objetivos-descartados-logistica-comando-suicida_0_K6n43Asou.html?gclid=CjwKCAjw_sn8BRBrEiwAnUGJDjuDn8tFHl8GKkXRSTOys1ZBzaFuZfYjYCnW2BQ3OyWUsBQthP664hoCFQ0QAvD_BwE,https://cablearmstrong.com.ar/2019/07/18/las-portadas-del-horror-asi-cubrieron-los-principales-diarios-el-atentado-a-la-amia/,Sí,,,,,,,
Firma del Tratado Start II entre EEUU y Rusia (inicio del desarme nuclear),1992_01_3,http://www.efemeridespedrobeltran.com/es/eventos/01/desarme-nuclear.-el-3-de-01-de-1993-se-firma-el-tratado-start-ii.-inicio-del-desarme-nuclear,https://elpais.com/diario/1993/01/04/internacional/726102001_850215.html,,Sí,,,,,,,
Ley de Convertibilidad,1991_03_27,https://www.youtube.com/watch?v=4TYe8Blwgik&ab_channel=CanaldelaCiudad,https://www.youtube.com/watch?v=chtRbXMdCqQ&ab_channel=Televisi%C3%B3nP%C3%BAblica,,Sí,,,,,,,
El Consenso de Washington,1989_01_1,https://www.youtube.com/watch?v=VTrqqqMQgC4,,,Sí,,Fecha: el día y el mes no son fijos,,,,,
"Anuncio del ""Corralito""",2001_12_3,https://www.youtube.com/watch?v=aj0uTbRh720&feature=youtu.be,,,Sí,,,,,,,
Reunificación de Alemania,1990_10_3,https://www.telam.com.ar/notas/202010/520890-a-30-anos-de-la-reunificacion-alemania-no-supero-las-diferencias-sociales-y-economicas.html,https://www.youtube.com/watch?v=wSNzyZG0sl0,,Sí,,,,,,,
Caída de Fernando De la Rúa. ,2001_12_20,https://www.youtube.com/watch?v=uYFXcx153ro,,,Sí,,,,,,,
Segunda Presidencia de Cristina Fernández de Kirchner,2011_12_10,https://prezi.com/dc5zguhlzajx/segunda-presidencia-de-cristina-fernandez-de-kirchner/,,,Sí,,,,,,,
Crisis de las hipotecas subprime en Estados Unidos,2008_09_15,https://economipedia.com/definiciones/crisis-subprime.html,,,Sí,,,,,,,
